question,label,answer
soybean ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
how much npk for wheat,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for cotton,IRRIGATION_GUIDE,irrigation_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
is drip irrigation good for rice,IRRIGATION_GUIDE,irrigation_guide
groundnut ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
cotton ke liye beej kaunsa le,SEED_GUIDE,seed_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
आज पऊस यईल क,WEATHER_QUERY,weather_query
storage method for rice,STORAGE_GUIDE,storage_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
sugarcane सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to improve soil health,SOIL_HEALTH,soil_health
how much npk for potato,FERTILIZER_SUGGESTION,fertilizer_suggestion
how much npk for rice,FERTILIZER_SUGGESTION,fertilizer_suggestion
sugarcane ke liye beej kaunsa le,SEED_GUIDE,seed_guide
how to avoid insects while storing potato,STORAGE_GUIDE,storage_guide
what is todays weather,WEATHER_QUERY,weather_query
is drip irrigation good for sugarcane,IRRIGATION_GUIDE,irrigation_guide
will it rain today in lucknow,WEATHER_QUERY,weather_query
sunflower me root rot ka ilaj kya hai,CROP_DISEASE,crop_disease
how to reduce soil acidity,SOIL_HEALTH,soil_health
best compost for healthy soil,SOIL_HEALTH,soil_health
which fertilizer is best for groundnut,FERTILIZER_SUGGESTION,fertilizer_suggestion
best compost for healthy soil,SOIL_HEALTH,soil_health
how to store wheat,STORAGE_GUIDE,storage_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
maize me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
how to improve soil health,SOIL_HEALTH,soil_health
high yield variety of cotton,SEED_GUIDE,seed_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
how often to water potato,IRRIGATION_GUIDE,irrigation_guide
which hybrid seeds are good for sunflower,SEED_GUIDE,seed_guide
is drip irrigation good for grapes,IRRIGATION_GUIDE,irrigation_guide
tomato me fungal infection ka ilaj kya hai,CROP_DISEASE,crop_disease
best seed variety for onion,SEED_GUIDE,seed_guide
how to avoid insects while storing tomato,STORAGE_GUIDE,storage_guide
grapes disease root rot treatment,CROP_DISEASE,crop_disease
sugarcane कस सठवव,STORAGE_GUIDE,storage_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
cotton कस सठवव,STORAGE_GUIDE,storage_guide
grapes सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to protect onion from aphids,CROP_DISEASE,crop_disease
tomato ल blast झल तर कय करव,CROP_DISEASE,crop_disease
best compost for healthy soil,SOIL_HEALTH,soil_health
best seed variety for sugarcane,SEED_GUIDE,seed_guide
maize disease bollworm treatment,CROP_DISEASE,crop_disease
soybean ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
storage method for soybean,STORAGE_GUIDE,storage_guide
symptoms of leaf spot in tomato,CROP_DISEASE,crop_disease
how to improve soil health,SOIL_HEALTH,soil_health
tomato सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
kal barsaat hogi kya,WEATHER_QUERY,weather_query
when should i irrigate groundnut,IRRIGATION_GUIDE,irrigation_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
rice ल blight झल तर कय करव,CROP_DISEASE,crop_disease
millet ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
tomato me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
when should i irrigate soybean,IRRIGATION_GUIDE,irrigation_guide
storage method for banana,STORAGE_GUIDE,storage_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
pulses सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
storage method for millet,STORAGE_GUIDE,storage_guide
symptoms of root rot in maize,CROP_DISEASE,crop_disease
millet me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
maize ke liye beej kaunsa le,SEED_GUIDE,seed_guide
how to avoid insects while storing wheat,STORAGE_GUIDE,storage_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
best seed variety for soybean,SEED_GUIDE,seed_guide
how much npk for wheat,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to improve soil health,SOIL_HEALTH,soil_health
how to avoid insects while storing grapes,STORAGE_GUIDE,storage_guide
how much npk for grapes,FERTILIZER_SUGGESTION,fertilizer_suggestion
storage method for soybean,STORAGE_GUIDE,storage_guide
how to avoid insects while storing onion,STORAGE_GUIDE,storage_guide
best seed variety for soybean,SEED_GUIDE,seed_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
potato ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
which hybrid seeds are good for potato,SEED_GUIDE,seed_guide
millet सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to store onion,STORAGE_GUIDE,storage_guide
rice सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
banana सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
best compost for healthy soil,SOIL_HEALTH,soil_health
how to protect banana from whitefly,CROP_DISEASE,crop_disease
sunflower ke liye beej kaunsa le,SEED_GUIDE,seed_guide
sugarcane me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
when should i irrigate sunflower,IRRIGATION_GUIDE,irrigation_guide
what is todays weather,WEATHER_QUERY,weather_query
storage method for soybean,STORAGE_GUIDE,storage_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
banana ko kaise store kare,STORAGE_GUIDE,storage_guide
banana ke liye beej kaunsa le,SEED_GUIDE,seed_guide
pulses ke liye beej kaunsa le,SEED_GUIDE,seed_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
how to avoid insects while storing sugarcane,STORAGE_GUIDE,storage_guide
maize me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
best nutrients for banana,FERTILIZER_SUGGESTION,fertilizer_suggestion
best compost for healthy soil,SOIL_HEALTH,soil_health
soybean कस सठवव,STORAGE_GUIDE,storage_guide
how often to water soybean,IRRIGATION_GUIDE,irrigation_guide
banana सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
will it rain today in nagpur,WEATHER_QUERY,weather_query
आज पऊस यईल क,WEATHER_QUERY,weather_query
which fertilizer is best for maize,FERTILIZER_SUGGESTION,fertilizer_suggestion
best seed variety for tomato,SEED_GUIDE,seed_guide
how to avoid insects while storing sunflower,STORAGE_GUIDE,storage_guide
which fertilizer is best for cotton,FERTILIZER_SUGGESTION,fertilizer_suggestion
storage method for sugarcane,STORAGE_GUIDE,storage_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
is drip irrigation good for cotton,IRRIGATION_GUIDE,irrigation_guide
banana ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
how to protect pulses from fungal infection,CROP_DISEASE,crop_disease
how much npk for tomato,FERTILIZER_SUGGESTION,fertilizer_suggestion
maize ko kaise store kare,STORAGE_GUIDE,storage_guide
when should i irrigate wheat,IRRIGATION_GUIDE,irrigation_guide
best nutrients for grapes,FERTILIZER_SUGGESTION,fertilizer_suggestion
maize ke liye beej kaunsa le,SEED_GUIDE,seed_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
how often to water soybean,IRRIGATION_GUIDE,irrigation_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
how to reduce soil acidity,SOIL_HEALTH,soil_health
onion सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
best seed variety for groundnut,SEED_GUIDE,seed_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
kal barsaat hogi kya,WEATHER_QUERY,weather_query
rice ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
when should i irrigate rice,IRRIGATION_GUIDE,irrigation_guide
wheat ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
soybean ल root rot झल तर कय करव,CROP_DISEASE,crop_disease
is drip irrigation good for pulses,IRRIGATION_GUIDE,irrigation_guide
is drip irrigation good for sugarcane,IRRIGATION_GUIDE,irrigation_guide
how often to water grapes,IRRIGATION_GUIDE,irrigation_guide
will it rain today in nagpur,WEATHER_QUERY,weather_query
sugarcane disease blight treatment,CROP_DISEASE,crop_disease
which hybrid seeds are good for pulses,SEED_GUIDE,seed_guide
best seed variety for soybean,SEED_GUIDE,seed_guide
how to avoid insects while storing onion,STORAGE_GUIDE,storage_guide
wheat me bollworm ka ilaj kya hai,CROP_DISEASE,crop_disease
symptoms of blast in wheat,CROP_DISEASE,crop_disease
onion कस सठवव,STORAGE_GUIDE,storage_guide
which fertilizer is best for tomato,FERTILIZER_SUGGESTION,fertilizer_suggestion
will it rain today in bhopal,WEATHER_QUERY,weather_query
wheat कस सठवव,STORAGE_GUIDE,storage_guide
storage method for onion,STORAGE_GUIDE,storage_guide
how to store banana,STORAGE_GUIDE,storage_guide
how to store maize,STORAGE_GUIDE,storage_guide
millet ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
which hybrid seeds are good for banana,SEED_GUIDE,seed_guide
will it rain today in mumbai,WEATHER_QUERY,weather_query
soybean सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
sunflower me stem borer ka ilaj kya hai,CROP_DISEASE,crop_disease
is drip irrigation good for maize,IRRIGATION_GUIDE,irrigation_guide
symptoms of blast in onion,CROP_DISEASE,crop_disease
आज पऊस यईल क,WEATHER_QUERY,weather_query
wheat ko kaise store kare,STORAGE_GUIDE,storage_guide
how much npk for potato,FERTILIZER_SUGGESTION,fertilizer_suggestion
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
soybean ल blight झल तर कय करव,CROP_DISEASE,crop_disease
how often to water maize,IRRIGATION_GUIDE,irrigation_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
millet सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to protect sugarcane from rust,CROP_DISEASE,crop_disease
kal barsaat hogi kya,WEATHER_QUERY,weather_query
how often to water millet,IRRIGATION_GUIDE,irrigation_guide
how much npk for banana,FERTILIZER_SUGGESTION,fertilizer_suggestion
best compost for healthy soil,SOIL_HEALTH,soil_health
symptoms of fungal infection in soybean,CROP_DISEASE,crop_disease
pulses ल rust झल तर कय करव,CROP_DISEASE,crop_disease
grapes सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to protect sugarcane from blight,CROP_DISEASE,crop_disease
best seed variety for wheat,SEED_GUIDE,seed_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
आज पऊस यईल क,WEATHER_QUERY,weather_query
best seed variety for onion,SEED_GUIDE,seed_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
tomato सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to protect millet from whitefly,CROP_DISEASE,crop_disease
will it rain today in delhi,WEATHER_QUERY,weather_query
when should i irrigate tomato,IRRIGATION_GUIDE,irrigation_guide
how to avoid insects while storing grapes,STORAGE_GUIDE,storage_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
how to store potato,STORAGE_GUIDE,storage_guide
tomato ल bollworm झल तर कय करव,CROP_DISEASE,crop_disease
how much npk for maize,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to protect wheat from stem borer,CROP_DISEASE,crop_disease
how to store pulses,STORAGE_GUIDE,storage_guide
how to protect rice from bollworm,CROP_DISEASE,crop_disease
best seed variety for wheat,SEED_GUIDE,seed_guide
wheat सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
will it rain today in hyderabad,WEATHER_QUERY,weather_query
how to protect groundnut from fungal infection,CROP_DISEASE,crop_disease
maize सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
best compost for healthy soil,SOIL_HEALTH,soil_health
banana ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
pulses ko kaise store kare,STORAGE_GUIDE,storage_guide
which hybrid seeds are good for grapes,SEED_GUIDE,seed_guide
how to avoid insects while storing tomato,STORAGE_GUIDE,storage_guide
millet सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
best compost for healthy soil,SOIL_HEALTH,soil_health
sunflower ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
how to store pulses,STORAGE_GUIDE,storage_guide
high yield variety of soybean,SEED_GUIDE,seed_guide
groundnut ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
will it rain today in hyderabad,WEATHER_QUERY,weather_query
grapes ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
sunflower disease fungal infection treatment,CROP_DISEASE,crop_disease
kal barsaat hogi kya,WEATHER_QUERY,weather_query
how to protect banana from stem borer,CROP_DISEASE,crop_disease
millet ke liye beej kaunsa le,SEED_GUIDE,seed_guide
how to improve soil health,SOIL_HEALTH,soil_health
banana ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
pulses सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
how often to water banana,IRRIGATION_GUIDE,irrigation_guide
when should i irrigate maize,IRRIGATION_GUIDE,irrigation_guide
millet ke liye beej kaunsa le,SEED_GUIDE,seed_guide
which fertilizer is best for wheat,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to store rice,STORAGE_GUIDE,storage_guide
soybean ल bollworm झल तर कय करव,CROP_DISEASE,crop_disease
how to avoid insects while storing millet,STORAGE_GUIDE,storage_guide
groundnut कस सठवव,STORAGE_GUIDE,storage_guide
how much npk for onion,FERTILIZER_SUGGESTION,fertilizer_suggestion
banana ke liye beej kaunsa le,SEED_GUIDE,seed_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
pulses disease aphids treatment,CROP_DISEASE,crop_disease
pulses ko kaise store kare,STORAGE_GUIDE,storage_guide
will it rain today in lucknow,WEATHER_QUERY,weather_query
best compost for healthy soil,SOIL_HEALTH,soil_health
millet me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
rice सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
storage method for groundnut,STORAGE_GUIDE,storage_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
is drip irrigation good for rice,IRRIGATION_GUIDE,irrigation_guide
pulses ल stem borer झल तर कय करव,CROP_DISEASE,crop_disease
storage method for onion,STORAGE_GUIDE,storage_guide
potato कस सठवव,STORAGE_GUIDE,storage_guide
humidity level today,WEATHER_QUERY,weather_query
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
how to store sunflower,STORAGE_GUIDE,storage_guide
banana सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
sugarcane disease fungal infection treatment,CROP_DISEASE,crop_disease
storage method for maize,STORAGE_GUIDE,storage_guide
soybean कस सठवव,STORAGE_GUIDE,storage_guide
sugarcane ल aphids झल तर कय करव,CROP_DISEASE,crop_disease
best seed variety for sugarcane,SEED_GUIDE,seed_guide
symptoms of whitefly in potato,CROP_DISEASE,crop_disease
banana ko kaise store kare,STORAGE_GUIDE,storage_guide
best seed variety for potato,SEED_GUIDE,seed_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
best nutrients for banana,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to store onion,STORAGE_GUIDE,storage_guide
grapes ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
high yield variety of grapes,SEED_GUIDE,seed_guide
sugarcane ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
rice कस सठवव,STORAGE_GUIDE,storage_guide
is drip irrigation good for pulses,IRRIGATION_GUIDE,irrigation_guide
cotton ko kaise store kare,STORAGE_GUIDE,storage_guide
pulses ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
will it rain today in pune,WEATHER_QUERY,weather_query
best seed variety for potato,SEED_GUIDE,seed_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
groundnut disease blight treatment,CROP_DISEASE,crop_disease
is drip irrigation good for tomato,IRRIGATION_GUIDE,irrigation_guide
sugarcane सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for potato,IRRIGATION_GUIDE,irrigation_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
how much npk for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to improve soil health,SOIL_HEALTH,soil_health
high yield variety of soybean,SEED_GUIDE,seed_guide
how to avoid insects while storing maize,STORAGE_GUIDE,storage_guide
will it rain today in nashik,WEATHER_QUERY,weather_query
how to improve soil health,SOIL_HEALTH,soil_health
how to reduce soil acidity,SOIL_HEALTH,soil_health
humidity level today,WEATHER_QUERY,weather_query
symptoms of rust in grapes,CROP_DISEASE,crop_disease
soybean disease root rot treatment,CROP_DISEASE,crop_disease
cotton ko kaise store kare,STORAGE_GUIDE,storage_guide
what is todays weather,WEATHER_QUERY,weather_query
high yield variety of sugarcane,SEED_GUIDE,seed_guide
pulses disease aphids treatment,CROP_DISEASE,crop_disease
how much npk for cotton,FERTILIZER_SUGGESTION,fertilizer_suggestion
cotton ke liye beej kaunsa le,SEED_GUIDE,seed_guide
potato सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
sunflower सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
pulses disease fungal infection treatment,CROP_DISEASE,crop_disease
how to protect groundnut from bollworm,CROP_DISEASE,crop_disease
high yield variety of tomato,SEED_GUIDE,seed_guide
soybean me root rot ka ilaj kya hai,CROP_DISEASE,crop_disease
millet ko kaise store kare,STORAGE_GUIDE,storage_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
how often to water sugarcane,IRRIGATION_GUIDE,irrigation_guide
humidity level today,WEATHER_QUERY,weather_query
banana ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
how often to water tomato,IRRIGATION_GUIDE,irrigation_guide
potato me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
will it rain today in nagpur,WEATHER_QUERY,weather_query
storage method for potato,STORAGE_GUIDE,storage_guide
maize ke liye beej kaunsa le,SEED_GUIDE,seed_guide
high yield variety of millet,SEED_GUIDE,seed_guide
symptoms of fungal infection in pulses,CROP_DISEASE,crop_disease
which fertilizer is best for onion,FERTILIZER_SUGGESTION,fertilizer_suggestion
which hybrid seeds are good for rice,SEED_GUIDE,seed_guide
when should i irrigate rice,IRRIGATION_GUIDE,irrigation_guide
how to store grapes,STORAGE_GUIDE,storage_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
what is todays weather,WEATHER_QUERY,weather_query
how much npk for cotton,FERTILIZER_SUGGESTION,fertilizer_suggestion
which hybrid seeds are good for groundnut,SEED_GUIDE,seed_guide
how to store tomato,STORAGE_GUIDE,storage_guide
wheat सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for sugarcane,IRRIGATION_GUIDE,irrigation_guide
how often to water banana,IRRIGATION_GUIDE,irrigation_guide
symptoms of blast in pulses,CROP_DISEASE,crop_disease
soybean ल stem borer झल तर कय करव,CROP_DISEASE,crop_disease
how to protect groundnut from root rot,CROP_DISEASE,crop_disease
how much npk for cotton,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to reduce soil acidity,SOIL_HEALTH,soil_health
how to protect maize from blight,CROP_DISEASE,crop_disease
symptoms of whitefly in sunflower,CROP_DISEASE,crop_disease
how to reduce soil acidity,SOIL_HEALTH,soil_health
potato सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to store pulses,STORAGE_GUIDE,storage_guide
soybean सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
symptoms of stem borer in millet,CROP_DISEASE,crop_disease
maize ko kaise store kare,STORAGE_GUIDE,storage_guide
groundnut ल leaf spot झल तर कय करव,CROP_DISEASE,crop_disease
is drip irrigation good for tomato,IRRIGATION_GUIDE,irrigation_guide
pulses disease blast treatment,CROP_DISEASE,crop_disease
which hybrid seeds are good for maize,SEED_GUIDE,seed_guide
how much npk for millet,FERTILIZER_SUGGESTION,fertilizer_suggestion
best seed variety for potato,SEED_GUIDE,seed_guide
onion disease bollworm treatment,CROP_DISEASE,crop_disease
when should i irrigate soybean,IRRIGATION_GUIDE,irrigation_guide
how to avoid insects while storing sugarcane,STORAGE_GUIDE,storage_guide
high yield variety of maize,SEED_GUIDE,seed_guide
which fertilizer is best for pulses,FERTILIZER_SUGGESTION,fertilizer_suggestion
how often to water sunflower,IRRIGATION_GUIDE,irrigation_guide
best nutrients for sunflower,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to protect wheat from stem borer,CROP_DISEASE,crop_disease
potato ल stem borer झल तर कय करव,CROP_DISEASE,crop_disease
how much npk for sugarcane,FERTILIZER_SUGGESTION,fertilizer_suggestion
symptoms of root rot in sugarcane,CROP_DISEASE,crop_disease
आज पऊस यईल क,WEATHER_QUERY,weather_query
how to reduce soil acidity,SOIL_HEALTH,soil_health
soybean ke liye beej kaunsa le,SEED_GUIDE,seed_guide
how much npk for groundnut,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to protect cotton from stem borer,CROP_DISEASE,crop_disease
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
how to store groundnut,STORAGE_GUIDE,storage_guide
how much npk for onion,FERTILIZER_SUGGESTION,fertilizer_suggestion
groundnut सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to improve soil health,SOIL_HEALTH,soil_health
high yield variety of sunflower,SEED_GUIDE,seed_guide
soybean सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
onion सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
when should i irrigate potato,IRRIGATION_GUIDE,irrigation_guide
potato सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
potato ke liye beej kaunsa le,SEED_GUIDE,seed_guide
best seed variety for cotton,SEED_GUIDE,seed_guide
high yield variety of sugarcane,SEED_GUIDE,seed_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
best nutrients for millet,FERTILIZER_SUGGESTION,fertilizer_suggestion
best seed variety for sugarcane,SEED_GUIDE,seed_guide
how to avoid insects while storing onion,STORAGE_GUIDE,storage_guide
storage method for soybean,STORAGE_GUIDE,storage_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
kal barsaat hogi kya,WEATHER_QUERY,weather_query
how much npk for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
how often to water potato,IRRIGATION_GUIDE,irrigation_guide
rice ke liye beej kaunsa le,SEED_GUIDE,seed_guide
sugarcane सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
best seed variety for cotton,SEED_GUIDE,seed_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
will it rain today in pune,WEATHER_QUERY,weather_query
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
banana ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to improve soil health,SOIL_HEALTH,soil_health
sunflower disease leaf spot treatment,CROP_DISEASE,crop_disease
how to store potato,STORAGE_GUIDE,storage_guide
what is todays weather,WEATHER_QUERY,weather_query
rice me blast ka ilaj kya hai,CROP_DISEASE,crop_disease
sugarcane ke liye beej kaunsa le,SEED_GUIDE,seed_guide
high yield variety of potato,SEED_GUIDE,seed_guide
soybean ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
potato सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
आज पऊस यईल क,WEATHER_QUERY,weather_query
sunflower ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
wheat सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for sunflower,IRRIGATION_GUIDE,irrigation_guide
onion सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how often to water wheat,IRRIGATION_GUIDE,irrigation_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
which fertilizer is best for sunflower,FERTILIZER_SUGGESTION,fertilizer_suggestion
onion ko kaise store kare,STORAGE_GUIDE,storage_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
high yield variety of millet,SEED_GUIDE,seed_guide
which fertilizer is best for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
when should i irrigate groundnut,IRRIGATION_GUIDE,irrigation_guide
is drip irrigation good for millet,IRRIGATION_GUIDE,irrigation_guide
pulses me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
what is todays weather,WEATHER_QUERY,weather_query
how often to water potato,IRRIGATION_GUIDE,irrigation_guide
symptoms of root rot in soybean,CROP_DISEASE,crop_disease
how to reduce soil acidity,SOIL_HEALTH,soil_health
cotton ke liye beej kaunsa le,SEED_GUIDE,seed_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
best nutrients for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
what is todays weather,WEATHER_QUERY,weather_query
how much npk for onion,FERTILIZER_SUGGESTION,fertilizer_suggestion
sugarcane disease fungal infection treatment,CROP_DISEASE,crop_disease
which hybrid seeds are good for cotton,SEED_GUIDE,seed_guide
when should i irrigate tomato,IRRIGATION_GUIDE,irrigation_guide
sugarcane me blight ka ilaj kya hai,CROP_DISEASE,crop_disease
how often to water rice,IRRIGATION_GUIDE,irrigation_guide
symptoms of leaf spot in sunflower,CROP_DISEASE,crop_disease
soybean ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
will it rain today in mumbai,WEATHER_QUERY,weather_query
kal barsaat hogi kya,WEATHER_QUERY,weather_query
banana ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
best seed variety for onion,SEED_GUIDE,seed_guide
which hybrid seeds are good for onion,SEED_GUIDE,seed_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
best nutrients for sugarcane,FERTILIZER_SUGGESTION,fertilizer_suggestion
potato ko kaise store kare,STORAGE_GUIDE,storage_guide
which fertilizer is best for wheat,FERTILIZER_SUGGESTION,fertilizer_suggestion
pulses me rust ka ilaj kya hai,CROP_DISEASE,crop_disease
how to store cotton,STORAGE_GUIDE,storage_guide
millet ke liye beej kaunsa le,SEED_GUIDE,seed_guide
groundnut disease stem borer treatment,CROP_DISEASE,crop_disease
which hybrid seeds are good for groundnut,SEED_GUIDE,seed_guide
how to improve soil health,SOIL_HEALTH,soil_health
when should i irrigate cotton,IRRIGATION_GUIDE,irrigation_guide
maize me bollworm ka ilaj kya hai,CROP_DISEASE,crop_disease
best seed variety for potato,SEED_GUIDE,seed_guide
onion सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
which fertilizer is best for onion,FERTILIZER_SUGGESTION,fertilizer_suggestion
symptoms of whitefly in groundnut,CROP_DISEASE,crop_disease
potato ke liye beej kaunsa le,SEED_GUIDE,seed_guide
cotton disease aphids treatment,CROP_DISEASE,crop_disease
when should i irrigate sunflower,IRRIGATION_GUIDE,irrigation_guide
sugarcane सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
wheat कस सठवव,STORAGE_GUIDE,storage_guide
potato सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
what is todays weather,WEATHER_QUERY,weather_query
